millis,batt,temp,A2,A3,maxWriteTime,minFifoFree,maxFifoUsed,maxOverruns,gpsOnFlag,unusedStack1,unusedStackIdle,index,t
32733.0,17.19,9.1,0.676,0.603,15.0,74.0,1.0,0.0,1.0,46.0,47.0,2987.0,1603205886.19
33732.0,17.19,9.1,0.676,0.594,14.0,73.0,2.0,0.0,1.0,46.0,47.0,3089.0,1603205887.19
34734.0,17.19,9.1,0.676,0.597,12.0,73.0,2.0,0.0,1.0,46.0,47.0,3191.0,1603205888.19
35733.0,17.19,9.1,0.679,0.597,14.0,74.0,1.0,0.0,1.0,46.0,47.0,3293.0,1603205889.19
36732.0,17.19,9.1,0.676,0.597,14.0,74.0,1.0,0.0,1.0,46.0,47.0,3395.0,1603205890.19
37732.0,17.19,9.1,0.676,0.6,13.0,74.0,1.0,0.0,1.0,46.0,47.0,3497.0,1603205891.19
38733.0,17.19,9.1,0.676,0.597,14.0,74.0,1.0,0.0,1.0,46.0,47.0,3599.0,1603205892.19
39733.0,17.19,9.1,0.676,0.597,15.0,74.0,1.0,0.0,1.0,46.0,47.0,3701.0,1603205893.19
40732.0,17.19,9.1,0.676,0.594,14.0,72.0,3.0,0.0,1.0,46.0,47.0,3803.0,1603205894.19
41734.0,17.19,9.1,0.676,0.597,14.0,74.0,1.0,0.0,1.0,46.0,47.0,3905.0,1603205895.19
42733.0,17.19,9.1,0.676,0.6,14.0,74.0,1.0,0.0,1.0,46.0,47.0,4007.0,1603205896.19
43732.0,17.19,9.1,0.679,0.597,14.0,74.0,1.0,0.0,1.0,46.0,47.0,4109.0,1603205897.19
44732.0,17.19,9.1,0.673,0.594,15.0,73.0,2.0,0.0,0.0,46.0,47.0,4211.0,1603205898.19
45733.0,17.19,9.1,0.676,0.597,14.0,74.0,1.0,0.0,0.0,46.0,47.0,4312.0,1603205899.19
46733.0,17.19,9.1,0.676,0.597,15.0,74.0,1.0,0.0,0.0,46.0,47.0,4413.0,1603205900.19
47732.0,17.19,9.1,0.676,0.594,12.0,73.0,2.0,0.0,0.0,46.0,47.0,4514.0,1603205901.19
48732.0,17.19,9.1,0.673,0.594,15.0,74.0,1.0,0.0,0.0,46.0,47.0,4615.0,1603205902.19
49735.0,17.19,9.1,0.676,0.597,14.0,74.0,1.0,0.0,0.0,46.0,47.0,4716.0,1603205903.19
50733.0,17.19,9.1,0.67,0.594,16.0,73.0,2.0,0.0,0.0,46.0,47.0,4817.0,1603205904.19
51732.0,17.19,9.1,0.685,0.603,14.0,73.0,2.0,0.0,0.0,46.0,47.0,4918.0,1603205905.19
52733.0,17.19,9.1,0.676,0.597,16.0,74.0,1.0,0.0,0.0,46.0,47.0,5019.0,1603205906.19
53733.0,17.19,9.1,0.676,0.6,17.0,73.0,2.0,0.0,0.0,46.0,47.0,5120.0,1603205907.19
54734.0,17.19,9.1,0.673,0.597,16.0,74.0,1.0,0.0,0.0,46.0,47.0,5221.0,1603205908.19
55744.0,17.19,9.1,0.673,0.597,17.0,73.0,2.0,0.0,0.0,46.0,47.0,5322.0,1603205909.2
56733.0,17.19,9.1,0.673,0.6,24.0,73.0,2.0,0.0,0.0,46.0,47.0,5423.0,1603205910.19
57733.0,17.19,9.1,0.676,0.6,17.0,73.0,2.0,0.0,0.0,46.0,47.0,5524.0,1603205911.19
58732.0,17.19,9.1,0.673,0.594,12.0,74.0,1.0,0.0,0.0,46.0,47.0,5625.0,1603205912.19
59734.0,17.19,9.1,0.679,0.6,14.0,74.0,1.0,0.0,0.0,46.0,47.0,5726.0,1603205913.19
60733.0,17.19,9.1,0.673,0.594,15.0,74.0,1.0,0.0,0.0,46.0,47.0,5827.0,1603205914.19
61732.0,17.19,9.1,0.676,0.597,14.0,74.0,1.0,0.0,0.0,46.0,47.0,5928.0,1603205915.19
62732.0,17.19,9.1,0.673,0.594,13.0,74.0,1.0,0.0,0.0,46.0,47.0,6029.0,1603205916.19
63733.0,17.19,9.1,0.673,0.594,14.0,74.0,1.0,0.0,0.0,46.0,47.0,6130.0,1603205917.19
64733.0,17.19,9.1,0.679,0.6,15.0,73.0,2.0,0.0,0.0,46.0,47.0,6231.0,1603205918.19
65732.0,17.19,9.1,0.67,0.597,12.0,74.0,1.0,0.0,0.0,46.0,47.0,6332.0,1603205919.19
66734.0,17.19,9.1,0.676,0.6,16.0,74.0,1.0,0.0,0.0,46.0,47.0,6433.0,1603205920.19
67733.0,17.19,9.1,0.67,0.591,14.0,74.0,1.0,0.0,0.0,46.0,47.0,6534.0,1603205921.19
68732.0,17.19,9.1,0.673,0.597,14.0,74.0,1.0,0.0,0.0,46.0,47.0,6635.0,1603205922.19
69732.0,17.19,9.1,0.673,0.6,15.0,74.0,1.0,0.0,0.0,46.0,47.0,6736.0,1603205923.19
70733.0,17.19,9.1,0.676,0.6,14.0,74.0,1.0,0.0,0.0,46.0,47.0,6837.0,1603205924.19
71733.0,17.19,9.1,0.67,0.591,15.0,74.0,1.0,0.0,0.0,46.0,47.0,6938.0,1603205925.19
72732.0,17.19,9.1,0.676,0.597,14.0,73.0,2.0,0.0,0.0,46.0,47.0,7039.0,1603205926.19
73734.0,17.19,9.1,0.67,0.591,14.0,74.0,1.0,0.0,0.0,46.0,47.0,7140.0,1603205927.19
74733.0,17.19,9.1,0.673,0.597,14.0,74.0,1.0,0.0,0.0,46.0,47.0,7241.0,1603205928.19
75732.0,17.19,9.1,0.673,0.597,14.0,74.0,1.0,0.0,0.0,46.0,47.0,7342.0,1603205929.19
76732.0,17.19,9.1,0.676,0.597,15.0,74.0,1.0,0.0,0.0,46.0,47.0,7443.0,1603205930.19
77733.0,17.19,9.1,0.676,0.6,14.0,74.0,1.0,0.0,0.0,46.0,47.0,7544.0,1603205931.19
78733.0,17.19,9.1,0.67,0.597,15.0,74.0,1.0,0.0,0.0,46.0,47.0,7645.0,1603205932.19
79732.0,17.19,9.1,0.67,0.597,12.0,74.0,1.0,0.0,0.0,46.0,47.0,7746.0,1603205933.19
80734.0,17.19,9.1,0.67,0.594,13.0,73.0,2.0,0.0,0.0,46.0,47.0,7847.0,1603205934.19
81733.0,17.19,9.1,0.676,0.6,14.0,74.0,1.0,0.0,0.0,46.0,47.0,7948.0,1603205935.19
82735.0,17.19,9.1,0.676,0.603,14.0,74.0,1.0,0.0,0.0,46.0,47.0,8049.0,1603205936.19
83732.0,17.19,9.1,0.673,0.597,18.0,73.0,2.0,0.0,0.0,46.0,47.0,8150.0,1603205937.19
84733.0,17.19,9.1,0.676,0.597,14.0,74.0,1.0,0.0,0.0,46.0,47.0,8251.0,1603205938.19
85733.0,17.19,9.1,0.673,0.594,17.0,73.0,2.0,0.0,0.0,46.0,47.0,8352.0,1603205939.19
86732.0,17.19,9.1,0.673,0.6,14.0,74.0,1.0,0.0,0.0,46.0,47.0,8453.0,1603205940.19
87732.0,17.19,9.1,0.676,0.6,15.0,74.0,1.0,0.0,0.0,46.0,47.0,8554.0,1603205941.19
88733.0,17.19,9.1,0.673,0.603,14.0,74.0,1.0,0.0,0.0,46.0,47.0,8655.0,1603205942.19
89733.0,17.19,9.1,0.676,0.603,14.0,74.0,1.0,0.0,0.0,46.0,47.0,8756.0,1603205943.19
90732.0,17.19,9.1,0.676,0.603,16.0,74.0,1.0,0.0,0.0,46.0,47.0,8857.0,1603205944.19
91734.0,17.19,9.1,0.673,0.6,12.0,74.0,1.0,0.0,0.0,46.0,47.0,8958.0,1603205945.19
92733.0,17.19,9.1,0.673,0.6,15.0,74.0,1.0,0.0,0.0,46.0,47.0,9059.0,1603205946.19
93732.0,17.19,9.1,0.673,0.597,14.0,74.0,1.0,0.0,0.0,46.0,47.0,9160.0,1603205947.19
94732.0,17.19,9.1,0.673,0.597,13.0,74.0,1.0,0.0,0.0,46.0,47.0,9261.0,1603205948.19
95733.0,17.19,9.1,0.673,0.597,14.0,74.0,1.0,0.0,0.0,46.0,47.0,9362.0,1603205949.19
96733.0,17.19,9.1,0.676,0.6,15.0,73.0,2.0,0.0,0.0,46.0,47.0,9463.0,1603205950.19
97732.0,17.19,9.1,0.673,0.597,12.0,74.0,1.0,0.0,0.0,46.0,47.0,9564.0,1603205951.19
98734.0,17.19,9.1,0.673,0.6,12.0,74.0,1.0,0.0,0.0,46.0,47.0,9665.0,1603205952.19
99733.0,17.19,9.1,0.676,0.6,14.0,74.0,1.0,0.0,0.0,46.0,47.0,9766.0,1603205953.19
100732.0,17.19,9.1,0.676,0.597,14.0,74.0,1.0,0.0,0.0,46.0,47.0,9867.0,1603205954.19
101732.0,17.19,9.1,0.676,0.6,15.0,74.0,1.0,0.0,0.0,46.0,47.0,9968.0,1603205955.19
102733.0,17.19,9.1,0.676,0.597,14.0,74.0,1.0,0.0,0.0,46.0,47.0,10069.0,1603205956.19
103733.0,17.19,9.1,0.673,0.594,15.0,74.0,1.0,0.0,0.0,46.0,47.0,10170.0,1603205957.19
104732.0,17.19,9.1,0.673,0.6,12.0,73.0,2.0,0.0,0.0,46.0,47.0,10271.0,1603205958.19
105734.0,17.19,9.1,0.676,0.597,12.0,74.0,1.0,0.0,0.0,46.0,47.0,10372.0,1603205959.19
106733.0,17.19,9.1,0.67,0.597,14.0,74.0,1.0,0.0,0.0,46.0,47.0,10473.0,1603205960.19
107732.0,17.19,9.1,0.676,0.609,14.0,74.0,1.0,0.0,0.0,46.0,47.0,10574.0,1603205961.19
108732.0,17.19,9.1,0.673,0.6,15.0,74.0,1.0,0.0,0.0,46.0,47.0,10675.0,1603205962.19
109735.0,17.19,9.1,0.673,0.6,16.0,74.0,1.0,0.0,0.0,46.0,47.0,10776.0,1603205963.2
110735.0,17.19,9.1,0.673,0.6,17.0,74.0,1.0,0.0,0.0,46.0,47.0,10877.0,1603205964.2
111734.0,17.19,9.1,0.673,0.603,14.0,74.0,1.0,0.0,0.0,46.0,47.0,10978.0,1603205965.19
112744.0,17.19,9.1,0.673,0.6,17.0,73.0,2.0,0.0,0.0,46.0,47.0,11079.0,1603205966.2
113733.0,17.19,9.1,0.676,0.594,24.0,73.0,2.0,0.0,0.0,46.0,47.0,11180.0,1603205967.19
114735.0,17.19,9.1,0.673,0.597,14.0,74.0,1.0,0.0,0.0,46.0,47.0,11281.0,1603205968.2
115732.0,17.19,9.1,0.676,0.597,14.0,73.0,2.0,0.0,0.0,46.0,47.0,11382.0,1603205969.19
116733.0,17.19,9.1,0.676,0.6,14.0,74.0,1.0,0.0,0.0,46.0,47.0,11483.0,1603205970.19
117733.0,17.19,9.1,0.676,0.6,15.0,74.0,1.0,0.0,0.0,46.0,47.0,11584.0,1603205971.19
118732.0,17.19,9.1,0.676,0.6,14.0,74.0,1.0,0.0,0.0,46.0,47.0,11685.0,1603205972.19
119732.0,17.19,9.1,0.676,0.6,13.0,74.0,1.0,0.0,0.0,46.0,47.0,11786.0,1603205973.19
120733.0,17.19,9.1,0.676,0.6,14.0,74.0,1.0,0.0,0.0,46.0,47.0,11887.0,1603205974.19
121733.0,17.19,9.1,0.673,0.597,14.0,73.0,2.0,0.0,0.0,46.0,47.0,11988.0,1603205975.19
122732.0,17.19,9.1,0.67,0.6,14.0,74.0,1.0,0.0,0.0,46.0,47.0,12089.0,1603205976.19
123734.0,17.19,9.1,0.673,0.597,14.0,74.0,1.0,0.0,0.0,46.0,47.0,12190.0,1603205977.19
124733.0,17.19,9.1,0.673,0.597,15.0,74.0,1.0,0.0,0.0,46.0,47.0,12291.0,1603205978.19
125732.0,17.19,9.1,0.673,0.597,14.0,74.0,1.0,0.0,0.0,46.0,47.0,12392.0,1603205979.19
126732.0,17.19,9.1,0.673,0.594,15.0,74.0,1.0,0.0,0.0,46.0,47.0,12493.0,1603205980.19
127733.0,17.19,9.1,0.673,0.597,14.0,74.0,1.0,0.0,0.0,46.0,47.0,12594.0,1603205981.19
128733.0,17.19,9.1,0.676,0.6,15.0,74.0,1.0,0.0,0.0,46.0,47.0,12695.0,1603205982.19
129732.0,17.19,9.1,0.67,0.594,13.0,73.0,2.0,0.0,0.0,46.0,47.0,12796.0,1603205983.19
130734.0,17.19,9.1,0.673,0.591,12.0,74.0,1.0,0.0,0.0,46.0,47.0,12897.0,1603205984.19
131733.0,17.19,9.1,0.676,0.594,14.0,74.0,1.0,0.0,0.0,46.0,47.0,12998.0,1603205985.19
132732.0,17.19,9.1,0.676,0.6,14.0,74.0,1.0,0.0,0.0,46.0,47.0,13099.0,1603205986.19
133732.0,17.19,9.1,0.673,0.6,15.0,74.0,1.0,0.0,0.0,46.0,47.0,13200.0,1603205987.19
134733.0,17.19,9.1,0.673,0.597,14.0,74.0,1.0,0.0,0.0,46.0,47.0,13301.0,1603205988.19
135733.0,17.19,9.1,0.673,0.6,15.0,74.0,1.0,0.0,0.0,46.0,47.0,13402.0,1603205989.19
136732.0,17.19,9.1,0.67,0.597,12.0,74.0,1.0,0.0,0.0,46.0,47.0,13503.0,1603205990.19
137734.0,17.19,9.1,0.676,0.603,15.0,73.0,2.0,0.0,0.0,46.0,47.0,13604.0,1603205991.19
138733.0,17.19,9.1,0.676,0.603,14.0,74.0,1.0,0.0,0.0,46.0,47.0,13705.0,1603205992.19
139732.0,17.19,9.1,0.676,0.603,14.0,74.0,1.0,0.0,0.0,46.0,47.0,13806.0,1603205993.19
140732.0,17.19,9.1,0.673,0.594,13.0,74.0,1.0,0.0,0.0,46.0,47.0,13907.0,1603205994.19
141733.0,17.19,9.1,0.673,0.6,14.0,74.0,1.0,0.0,0.0,46.0,47.0,14008.0,1603205995.19
142733.0,17.19,9.1,0.676,0.6,15.0,74.0,1.0,0.0,0.0,46.0,47.0,14109.0,1603205996.19
143732.0,17.19,9.1,0.67,0.603,12.0,74.0,1.0,0.0,0.0,46.0,47.0,14210.0,1603205997.19
144734.0,17.19,9.1,0.676,0.6,15.0,74.0,1.0,0.0,0.0,46.0,47.0,14311.0,1603205998.2
145733.0,17.19,9.1,0.673,0.594,14.0,73.0,2.0,0.0,0.0,46.0,47.0,14412.0,1603205999.19
146733.0,17.19,9.1,0.673,0.594,14.0,74.0,1.0,0.0,0.0,46.0,47.0,14513.0,1603206000.19
147732.0,17.19,9.1,0.676,0.6,12.0,74.0,1.0,0.0,0.0,46.0,47.0,14614.0,1603206001.19
148733.0,17.19,9.1,0.673,0.6,12.0,74.0,1.0,0.0,0.0,46.0,47.0,14715.0,1603206002.19
149733.0,17.19,9.1,0.676,0.6,15.0,74.0,1.0,0.0,0.0,46.0,47.0,14816.0,1603206003.19
150732.0,17.19,9.1,0.676,0.597,14.0,74.0,1.0,0.0,0.0,46.0,47.0,14917.0,1603206004.19
151734.0,17.19,9.1,0.673,0.597,13.0,74.0,1.0,0.0,0.0,46.0,47.0,15018.0,1603206005.2
152733.0,17.19,9.1,0.673,0.594,14.0,74.0,1.0,0.0,0.0,46.0,47.0,15119.0,1603206006.19
153733.0,17.19,9.1,0.673,0.594,14.0,73.0,2.0,0.0,0.0,46.0,47.0,15220.0,1603206007.19
154732.0,17.19,9.1,0.676,0.6,14.0,74.0,1.0,0.0,0.0,46.0,47.0,15321.0,1603206008.19
155734.0,17.19,9.1,0.673,0.594,12.0,74.0,1.0,0.0,0.0,46.0,47.0,15422.0,1603206009.2
156733.0,17.19,9.1,0.676,0.6,15.0,74.0,1.0,0.0,0.0,46.0,47.0,15523.0,1603206010.19
157732.0,17.19,9.1,0.676,0.6,14.0,74.0,1.0,0.0,0.0,46.0,47.0,15624.0,1603206011.19
158732.0,17.19,9.1,0.676,0.597,15.0,74.0,1.0,0.0,0.0,46.0,47.0,15725.0,1603206012.19
159733.0,17.19,9.1,0.679,0.6,14.0,74.0,1.0,0.0,0.0,46.0,47.0,15826.0,1603206013.19
160733.0,17.19,9.1,0.673,0.597,15.0,74.0,1.0,0.0,0.0,46.0,47.0,15927.0,1603206014.19
161732.0,17.19,9.1,0.676,0.6,12.0,74.0,1.0,0.0,0.0,46.0,47.0,16028.0,1603206015.19
162734.0,17.19,9.1,0.67,0.594,14.0,74.0,1.0,0.0,0.0,46.0,47.0,16129.0,1603206016.2
163733.0,17.19,9.1,0.676,0.6,14.0,74.0,1.0,0.0,0.0,46.0,47.0,16230.0,1603206017.19
164732.0,17.19,9.1,0.676,0.6,14.0,74.0,1.0,0.0,0.0,46.0,47.0,16331.0,1603206018.19
165732.0,17.19,9.1,0.676,0.597,15.0,74.0,1.0,0.0,0.0,46.0,47.0,16432.0,1603206019.19
166733.0,17.19,9.1,0.676,0.6,14.0,74.0,1.0,0.0,0.0,46.0,47.0,16533.0,1603206020.19
167733.0,17.19,9.1,0.676,0.6,15.0,74.0,1.0,0.0,0.0,46.0,47.0,16634.0,1603206021.19
168732.0,17.19,9.1,0.676,0.6,12.0,74.0,1.0,0.0,0.0,46.0,47.0,16735.0,1603206022.19
169734.0,17.19,9.1,0.676,0.597,13.0,73.0,2.0,0.0,0.0,46.0,47.0,16836.0,1603206023.2
170733.0,17.19,9.1,0.676,0.597,14.0,74.0,1.0,0.0,0.0,46.0,47.0,16937.0,1603206024.19
171732.0,17.19,9.1,0.676,0.597,14.0,74.0,1.0,0.0,0.0,46.0,47.0,17038.0,1603206025.19
172732.0,17.19,9.1,0.676,0.597,15.0,74.0,1.0,0.0,0.0,46.0,47.0,17139.0,1603206026.19
173733.0,17.19,9.1,0.673,0.597,14.0,74.0,1.0,0.0,0.0,46.0,47.0,17240.0,1603206027.19
174733.0,17.19,9.1,0.673,0.603,15.0,74.0,1.0,0.0,0.0,46.0,47.0,17341.0,1603206028.19
175732.0,17.19,9.1,0.676,0.6,12.0,74.0,1.0,0.0,0.0,46.0,47.0,17442.0,1603206029.19
176732.0,17.19,9.1,0.673,0.594,15.0,74.0,1.0,0.0,0.0,46.0,47.0,17543.0,1603206030.19
177733.0,17.19,9.1,0.676,0.6,14.0,74.0,1.0,0.0,0.0,46.0,47.0,17644.0,1603206031.19
178733.0,17.19,9.1,0.67,0.597,14.0,74.0,1.0,0.0,0.0,46.0,47.0,17745.0,1603206032.19
179732.0,17.19,9.1,0.676,0.609,14.0,74.0,1.0,0.0,0.0,46.0,47.0,17846.0,1603206033.19
180733.0,17.19,9.1,0.673,0.594,16.0,74.0,1.0,0.0,0.0,46.0,47.0,17947.0,1603206034.19
181733.0,17.19,9.1,0.676,0.6,15.0,74.0,1.0,0.0,0.0,46.0,47.0,18048.0,1603206035.19
182732.0,17.19,9.1,0.67,0.594,14.0,74.0,1.0,0.0,0.0,46.0,47.0,18149.0,1603206036.19
183734.0,17.19,9.1,0.676,0.603,13.0,74.0,1.0,0.0,0.0,46.0,47.0,18250.0,1603206037.2
184733.0,17.19,9.1,0.679,0.603,14.0,74.0,1.0,0.0,0.0,46.0,47.0,18351.0,1603206038.19
185733.0,17.19,9.1,0.676,0.603,14.0,73.0,2.0,0.0,0.0,46.0,47.0,18452.0,1603206039.2
186732.0,17.19,9.1,0.673,0.597,12.0,74.0,1.0,0.0,0.0,46.0,47.0,18553.0,1603206040.19
187734.0,17.19,9.1,0.673,0.594,12.0,74.0,1.0,0.0,0.0,46.0,47.0,18654.0,1603206041.2
188733.0,17.19,9.1,0.673,0.597,15.0,74.0,1.0,0.0,0.0,46.0,47.0,18755.0,1603206042.2
189732.0,17.19,9.1,0.676,0.6,14.0,74.0,1.0,0.0,0.0,46.0,47.0,18856.0,1603206043.19
190732.0,17.19,9.1,0.676,0.6,13.0,74.0,1.0,0.0,0.0,46.0,47.0,18957.0,1603206044.19
191733.0,17.19,9.1,0.673,0.597,14.0,74.0,1.0,0.0,0.0,46.0,47.0,19058.0,1603206045.2
192733.0,17.19,9.1,0.67,0.6,15.0,74.0,1.0,0.0,0.0,46.0,47.0,19159.0,1603206046.2
193732.0,17.19,9.1,0.673,0.6,12.0,73.0,2.0,0.0,0.0,46.0,47.0,19260.0,1603206047.19
194734.0,17.19,9.1,0.673,0.6,12.0,74.0,1.0,0.0,0.0,46.0,47.0,19361.0,1603206048.2
195733.0,17.19,9.1,0.676,0.6,14.0,74.0,1.0,0.0,0.0,46.0,47.0,19462.0,1603206049.2
196732.0,17.19,9.1,0.676,0.6,14.0,74.0,1.0,0.0,0.0,46.0,47.0,19563.0,1603206050.19
197732.0,17.19,9.1,0.676,0.6,13.0,74.0,1.0,0.0,0.0,46.0,47.0,19664.0,1603206051.19
198733.0,17.19,9.1,0.676,0.597,14.0,74.0,1.0,0.0,0.0,46.0,47.0,19765.0,1603206052.2
199733.0,17.19,9.1,0.673,0.591,15.0,74.0,1.0,0.0,0.0,46.0,47.0,19866.0,1603206053.2
200732.0,17.19,9.1,0.679,0.6,14.0,74.0,1.0,0.0,0.0,46.0,47.0,19967.0,1603206054.19
201734.0,17.19,9.1,0.676,0.597,12.0,73.0,2.0,0.0,0.0,46.0,47.0,20068.0,1603206055.2
202733.0,17.19,9.1,0.676,0.6,14.0,74.0,1.0,0.0,0.0,46.0,47.0,20169.0,1603206056.2
203735.0,17.19,9.1,0.676,0.6,14.0,74.0,1.0,0.0,0.0,46.0,47.0,20270.0,1603206057.2
204732.0,17.19,9.1,0.682,0.609,17.0,73.0,2.0,0.0,0.0,46.0,47.0,20371.0,1603206058.19
205733.0,17.19,9.1,0.673,0.597,16.0,74.0,1.0,0.0,0.0,46.0,47.0,20472.0,1603206059.2
206733.0,17.19,9.1,0.676,0.6,15.0,74.0,1.0,0.0,0.0,46.0,47.0,20573.0,1603206060.2
207732.0,17.19,9.1,0.673,0.597,14.0,74.0,1.0,0.0,0.0,46.0,47.0,20674.0,1603206061.19
208732.0,17.19,9.1,0.676,0.6,15.0,74.0,1.0,0.0,0.0,46.0,47.0,20775.0,1603206062.19
209733.0,17.19,9.1,0.676,0.597,14.0,74.0,1.0,0.0,0.0,46.0,47.0,20876.0,1603206063.2
210733.0,17.19,9.1,0.676,0.6,14.0,73.0,2.0,0.0,0.0,46.0,47.0,20977.0,1603206064.2
211732.0,17.19,9.1,0.673,0.594,12.0,74.0,1.0,0.0,0.0,46.0,47.0,21078.0,1603206065.19
212733.0,17.19,9.1,0.673,0.594,14.0,74.0,1.0,0.0,0.0,46.0,47.0,21179.0,1603206066.2
213733.0,17.19,9.1,0.676,0.594,15.0,74.0,1.0,0.0,0.0,46.0,47.0,21280.0,1603206067.2
214732.0,17.19,9.1,0.673,0.603,14.0,74.0,1.0,0.0,0.0,46.0,47.0,21381.0,1603206068.19
215734.0,17.19,9.1,0.673,0.597,13.0,74.0,1.0,0.0,0.0,46.0,47.0,21482.0,1603206069.2
216733.0,17.19,9.1,0.676,0.6,14.0,74.0,1.0,0.0,0.0,46.0,47.0,21583.0,1603206070.2
217733.0,17.19,9.1,0.673,0.594,14.0,74.0,1.0,0.0,0.0,46.0,47.0,21684.0,1603206071.2
218732.0,17.19,9.1,0.676,0.606,12.0,73.0,2.0,0.0,0.0,46.0,47.0,21785.0,1603206072.19
219734.0,17.19,9.1,0.67,0.594,16.0,74.0,1.0,0.0,0.0,46.0,47.0,21886.0,1603206073.2
220733.0,17.19,9.1,0.673,0.6,17.0,73.0,2.0,0.0,0.0,46.0,47.0,21987.0,1603206074.2
221732.0,17.19,9.1,0.673,0.597,14.0,74.0,1.0,0.0,0.0,46.0,47.0,22088.0,1603206075.19
222732.0,17.19,9.1,0.67,0.594,13.0,74.0,1.0,0.0,0.0,46.0,47.0,22189.0,1603206076.19
223733.0,17.19,9.1,0.676,0.6,14.0,74.0,1.0,0.0,0.0,46.0,47.0,22290.0,1603206077.2
224733.0,17.19,9.1,0.673,0.597,15.0,74.0,1.0,0.0,0.0,46.0,47.0,22391.0,1603206078.2
225732.0,17.19,9.1,0.676,0.6,12.0,74.0,1.0,0.0,0.0,46.0,47.0,22492.0,1603206079.19
226734.0,17.19,9.1,0.676,0.6,12.0,73.0,2.0,0.0,0.0,46.0,47.0,22593.0,1603206080.2
227733.0,17.19,9.1,0.676,0.6,14.0,74.0,1.0,0.0,0.0,46.0,47.0,22694.0,1603206081.2
228732.0,17.19,9.1,0.673,0.594,14.0,74.0,1.0,0.0,0.0,46.0,47.0,22795.0,1603206082.2
229732.0,17.19,9.1,0.676,0.597,13.0,74.0,1.0,0.0,0.0,46.0,47.0,22896.0,1603206083.2
