millis,batt,temp,A2,A3,maxWriteTime,minFifoFree,maxFifoUsed,maxOverruns,gpsOnFlag,unusedStack1,unusedStackIdle,index,t
22945.0,3.66,9.4,0.597,0.394,14.0,74.0,1.0,0.0,1.0,56.0,51.0,1969.0,1603205867.04
23945.0,3.66,9.1,0.597,0.391,17.0,74.0,1.0,0.0,1.0,56.0,51.0,2070.0,1603205868.04
24946.0,3.68,9.1,0.597,0.388,14.0,74.0,1.0,0.0,1.0,56.0,51.0,2171.0,1603205869.04
25946.0,3.66,9.1,0.594,0.391,14.0,74.0,1.0,0.0,1.0,56.0,51.0,2272.0,1603205870.04
26945.0,3.68,9.1,0.594,0.394,12.0,74.0,1.0,0.0,1.0,56.0,51.0,2373.0,1603205871.04
27947.0,3.68,9.1,0.6,0.388,14.0,74.0,1.0,0.0,1.0,56.0,51.0,2474.0,1603205872.04
28946.0,3.68,9.1,0.597,0.388,15.0,74.0,1.0,0.0,1.0,56.0,51.0,2575.0,1603205873.04
29945.0,3.68,9.1,0.597,0.394,14.0,74.0,1.0,0.0,1.0,56.0,51.0,2677.0,1603205874.04
30945.0,3.68,9.1,0.597,0.388,15.0,74.0,1.0,0.0,1.0,56.0,51.0,2779.0,1603205875.04
31946.0,3.7,9.1,0.6,0.394,14.0,74.0,1.0,0.0,1.0,56.0,51.0,2881.0,1603205876.04
32946.0,3.7,9.1,0.597,0.394,15.0,74.0,1.0,0.0,1.0,56.0,51.0,2983.0,1603205877.04
33945.0,3.7,9.1,0.594,0.391,13.0,73.0,2.0,0.0,1.0,56.0,51.0,3085.0,1603205878.04
34947.0,3.7,9.1,0.597,0.391,14.0,74.0,1.0,0.0,1.0,56.0,51.0,3187.0,1603205879.04
35946.0,3.7,9.1,0.597,0.391,14.0,74.0,1.0,0.0,1.0,56.0,51.0,3289.0,1603205880.04
36945.0,3.7,9.1,0.597,0.391,14.0,74.0,1.0,0.0,1.0,56.0,51.0,3391.0,1603205881.04
37945.0,3.7,9.1,0.597,0.388,15.0,74.0,1.0,0.0,1.0,56.0,51.0,3493.0,1603205882.04
38946.0,3.7,9.1,0.6,0.394,14.0,74.0,1.0,0.0,1.0,56.0,51.0,3595.0,1603205883.04
39946.0,3.7,9.1,0.597,0.391,15.0,74.0,1.0,0.0,1.0,56.0,51.0,3697.0,1603205884.04
40945.0,3.7,9.1,0.597,0.391,14.0,74.0,1.0,0.0,1.0,56.0,51.0,3799.0,1603205885.04
41947.0,3.7,9.1,0.597,0.394,15.0,74.0,1.0,0.0,1.0,56.0,51.0,3901.0,1603205886.04
42946.0,3.7,9.1,0.6,0.391,14.0,74.0,1.0,0.0,1.0,56.0,51.0,4003.0,1603205887.04
43945.0,3.7,9.1,0.597,0.391,18.0,73.0,2.0,0.0,1.0,56.0,51.0,4105.0,1603205888.04
44945.0,3.7,9.1,0.597,0.391,13.0,74.0,1.0,0.0,1.0,56.0,51.0,4207.0,1603205889.04
45946.0,3.7,9.1,0.594,0.376,14.0,74.0,1.0,0.0,1.0,56.0,51.0,4309.0,1603205890.04
46946.0,3.7,9.1,0.594,0.391,15.0,74.0,1.0,0.0,1.0,56.0,51.0,4411.0,1603205891.04
47945.0,3.7,9.1,0.594,0.388,14.0,73.0,2.0,0.0,1.0,56.0,51.0,4513.0,1603205892.04
48945.0,3.73,9.1,0.594,0.394,17.0,74.0,1.0,0.0,0.0,56.0,51.0,4615.0,1603205893.04
49946.0,3.75,9.1,0.594,0.391,14.0,74.0,1.0,0.0,0.0,56.0,51.0,4716.0,1603205894.04
50946.0,3.75,9.1,0.594,0.388,14.0,74.0,1.0,0.0,0.0,56.0,51.0,4817.0,1603205895.04
51945.0,3.75,9.1,0.597,0.391,14.0,74.0,1.0,0.0,0.0,56.0,51.0,4918.0,1603205896.04
52946.0,3.76,9.1,0.597,0.388,14.0,74.0,1.0,0.0,0.0,56.0,51.0,5019.0,1603205897.04
53946.0,3.75,9.1,0.597,0.391,15.0,74.0,1.0,0.0,0.0,56.0,51.0,5120.0,1603205898.04
54945.0,3.75,9.1,0.594,0.391,14.0,74.0,1.0,0.0,0.0,56.0,51.0,5221.0,1603205899.04
55945.0,3.76,9.1,0.597,0.388,15.0,74.0,1.0,0.0,0.0,56.0,51.0,5322.0,1603205900.04
56946.0,3.75,9.1,0.597,0.385,14.0,74.0,1.0,0.0,0.0,56.0,51.0,5423.0,1603205901.04
57946.0,3.76,9.1,0.597,0.391,14.0,74.0,1.0,0.0,0.0,56.0,51.0,5524.0,1603205902.04
58945.0,3.76,9.1,0.597,0.391,14.0,74.0,1.0,0.0,0.0,56.0,51.0,5625.0,1603205903.04
59947.0,3.75,9.1,0.597,0.388,14.0,74.0,1.0,0.0,0.0,56.0,51.0,5726.0,1603205904.04
60946.0,3.75,9.1,0.597,0.391,15.0,74.0,1.0,0.0,0.0,56.0,51.0,5827.0,1603205905.04
