year,date,lat,lon,t
2020,294.623240741,43.62224,-116.20602,2020-10-20T14:57:28.000000Z
2020,294.623252315,43.62224,-116.20603,2020-10-20T14:57:29.000000Z
2020,294.623263889,43.62224,-116.20603,2020-10-20T14:57:30.000000Z
2020,294.623275463,43.62223,-116.20602,2020-10-20T14:57:31.000000Z
2020,294.623287037,43.62223,-116.20603,2020-10-20T14:57:32.000000Z
2020,294.623298611,43.62223,-116.20602,2020-10-20T14:57:33.000000Z
2020,294.623310185,43.62223,-116.20602,2020-10-20T14:57:34.000000Z
2020,294.623321759,43.62224,-116.20602,2020-10-20T14:57:35.000000Z
2020,294.623333333,43.62224,-116.20603,2020-10-20T14:57:36.000000Z
2020,294.623344907,43.62224,-116.20603,2020-10-20T14:57:37.000000Z
2020,294.623356481,43.62224,-116.20603,2020-10-20T14:57:38.000000Z
2020,294.623368056,43.62224,-116.20604,2020-10-20T14:57:39.000000Z
2020,294.62337963,43.62225,-116.20604,2020-10-20T14:57:40.000000Z
2020,294.623391204,43.62225,-116.20603,2020-10-20T14:57:41.000000Z
2020,294.623402778,43.62225,-116.20603,2020-10-20T14:57:42.000000Z
2020,294.623414352,43.62226,-116.20603,2020-10-20T14:57:43.000000Z
2020,294.623425926,43.62226,-116.20603,2020-10-20T14:57:44.000000Z
2020,294.6234375,43.62228,-116.20603,2020-10-20T14:57:45.000000Z
2020,294.623449074,43.62229,-116.20604,2020-10-20T14:57:46.000000Z
2020,294.623460648,43.62229,-116.20604,2020-10-20T14:57:47.000000Z
2020,294.633587963,43.62239,-116.20609,2020-10-20T15:12:22.000000Z
2020,294.633599537,43.62239,-116.2061,2020-10-20T15:12:23.000000Z
2020,294.633611111,43.62239,-116.2061,2020-10-20T15:12:24.000000Z
2020,294.633622685,43.62239,-116.2061,2020-10-20T15:12:25.000000Z
2020,294.633634259,43.62239,-116.20609,2020-10-20T15:12:26.000000Z
2020,294.633645833,43.62239,-116.20609,2020-10-20T15:12:27.000000Z
2020,294.633657407,43.6224,-116.20608,2020-10-20T15:12:28.000000Z
2020,294.633668981,43.6224,-116.20608,2020-10-20T15:12:29.000000Z
2020,294.633680556,43.62241,-116.20608,2020-10-20T15:12:30.000000Z
2020,294.63369213,43.62241,-116.20608,2020-10-20T15:12:31.000000Z
2020,294.633703704,43.6224,-116.20608,2020-10-20T15:12:32.000000Z
2020,294.633715278,43.6224,-116.20608,2020-10-20T15:12:33.000000Z
2020,294.633726852,43.6224,-116.20608,2020-10-20T15:12:34.000000Z
2020,294.633738426,43.6224,-116.20608,2020-10-20T15:12:35.000000Z
2020,294.63375,43.6224,-116.20608,2020-10-20T15:12:36.000000Z
2020,294.633761574,43.6224,-116.20608,2020-10-20T15:12:37.000000Z
2020,294.633773148,43.6224,-116.20608,2020-10-20T15:12:38.000000Z
2020,294.633784722,43.6224,-116.20608,2020-10-20T15:12:39.000000Z
2020,294.633796296,43.62239,-116.20608,2020-10-20T15:12:40.000000Z
2020,294.63380787,43.62239,-116.20608,2020-10-20T15:12:41.000000Z
2020,294.64400463,43.62258,-116.20606,2020-10-20T15:27:22.000000Z
2020,294.644016204,43.62254,-116.20606,2020-10-20T15:27:23.000000Z
2020,294.644027778,43.62252,-116.20605,2020-10-20T15:27:24.000000Z
2020,294.644039352,43.6225,-116.20605,2020-10-20T15:27:25.000000Z
2020,294.644050926,43.62247,-116.20604,2020-10-20T15:27:26.000000Z
2020,294.6440625,43.62244,-116.20603,2020-10-20T15:27:27.000000Z
2020,294.644074074,43.62252,-116.20605,2020-10-20T15:27:28.000000Z
2020,294.644085648,43.62251,-116.20605,2020-10-20T15:27:29.000000Z
2020,294.644097222,43.6225,-116.20605,2020-10-20T15:27:30.000000Z
2020,294.644108796,43.62246,-116.20601,2020-10-20T15:27:31.000000Z
2020,294.644131944,43.62241,-116.206,2020-10-20T15:27:33.000000Z
2020,294.644143519,43.6224,-116.20599,2020-10-20T15:27:34.000000Z
2020,294.644155093,43.62239,-116.20598,2020-10-20T15:27:35.000000Z
2020,294.644166667,43.62239,-116.20599,2020-10-20T15:27:36.000000Z
2020,294.644178241,43.62239,-116.20598,2020-10-20T15:27:37.000000Z
2020,294.644189815,43.62238,-116.20598,2020-10-20T15:27:38.000000Z
2020,294.644201389,43.62238,-116.20598,2020-10-20T15:27:39.000000Z
2020,294.644212963,43.62238,-116.20598,2020-10-20T15:27:40.000000Z
2020,294.644224537,43.62237,-116.20598,2020-10-20T15:27:41.000000Z
2020,294.644236111,43.62238,-116.20598,2020-10-20T15:27:42.000000Z
2020,294.654421296,43.62229,-116.20606,2020-10-20T15:42:22.000000Z
2020,294.65443287,43.62228,-116.20606,2020-10-20T15:42:23.000000Z
2020,294.654444444,43.62229,-116.20607,2020-10-20T15:42:24.000000Z
2020,294.654456019,43.6223,-116.20606,2020-10-20T15:42:25.000000Z
2020,294.654467593,43.62232,-116.20606,2020-10-20T15:42:26.000000Z
2020,294.654479167,43.62234,-116.20606,2020-10-20T15:42:27.000000Z
2020,294.654490741,43.62237,-116.20605,2020-10-20T15:42:28.000000Z
2020,294.654502315,43.62238,-116.20605,2020-10-20T15:42:29.000000Z
2020,294.654513889,43.62238,-116.20605,2020-10-20T15:42:30.000000Z
2020,294.654525463,43.62237,-116.20606,2020-10-20T15:42:31.000000Z
2020,294.654537037,43.62237,-116.20606,2020-10-20T15:42:32.000000Z
2020,294.654548611,43.62237,-116.20606,2020-10-20T15:42:33.000000Z
2020,294.654560185,43.62237,-116.20606,2020-10-20T15:42:34.000000Z
2020,294.654571759,43.62236,-116.20606,2020-10-20T15:42:35.000000Z
2020,294.654583333,43.62236,-116.20606,2020-10-20T15:42:36.000000Z
2020,294.654594907,43.62236,-116.20606,2020-10-20T15:42:37.000000Z
2020,294.654606481,43.62236,-116.20606,2020-10-20T15:42:38.000000Z
2020,294.654618056,43.62236,-116.20606,2020-10-20T15:42:39.000000Z
2020,294.65462963,43.62236,-116.20606,2020-10-20T15:42:40.000000Z
2020,294.654641204,43.62236,-116.20606,2020-10-20T15:42:41.000000Z
2020,294.664837963,43.62237,-116.20602,2020-10-20T15:57:22.000000Z
2020,294.664849537,43.62237,-116.20602,2020-10-20T15:57:23.000000Z
2020,294.664861111,43.62237,-116.20601,2020-10-20T15:57:24.000000Z
2020,294.664872685,43.62237,-116.206,2020-10-20T15:57:25.000000Z
2020,294.664884259,43.62237,-116.206,2020-10-20T15:57:26.000000Z
2020,294.664895833,43.62237,-116.206,2020-10-20T15:57:27.000000Z
2020,294.664907407,43.62237,-116.206,2020-10-20T15:57:28.000000Z
2020,294.664918981,43.62237,-116.206,2020-10-20T15:57:29.000000Z
2020,294.664930556,43.62237,-116.20599,2020-10-20T15:57:30.000000Z
2020,294.66494213,43.62237,-116.20599,2020-10-20T15:57:31.000000Z
2020,294.664953704,43.62237,-116.20598,2020-10-20T15:57:32.000000Z
2020,294.664965278,43.62237,-116.20598,2020-10-20T15:57:33.000000Z
2020,294.664976852,43.62237,-116.20597,2020-10-20T15:57:34.000000Z
2020,294.664988426,43.62237,-116.20597,2020-10-20T15:57:35.000000Z
2020,294.665,43.62237,-116.20597,2020-10-20T15:57:36.000000Z
2020,294.665011574,43.62237,-116.20597,2020-10-20T15:57:37.000000Z
2020,294.665023148,43.62237,-116.20597,2020-10-20T15:57:38.000000Z
2020,294.665034722,43.62237,-116.20597,2020-10-20T15:57:39.000000Z
2020,294.665046296,43.62237,-116.20596,2020-10-20T15:57:40.000000Z
2020,294.66505787,43.62237,-116.20596,2020-10-20T15:57:41.000000Z
2020,294.675324074,43.62228,-116.20585,2020-10-20T16:12:28.000000Z
2020,294.675335648,43.62227,-116.20586,2020-10-20T16:12:29.000000Z
2020,294.675347222,43.62232,-116.20609,2020-10-20T16:12:30.000000Z
2020,294.67537037,43.62233,-116.20609,2020-10-20T16:12:32.000000Z
2020,294.675381944,43.62234,-116.2061,2020-10-20T16:12:33.000000Z
2020,294.675393519,43.62236,-116.20611,2020-10-20T16:12:34.000000Z
2020,294.675405093,43.62237,-116.20613,2020-10-20T16:12:35.000000Z
2020,294.675416667,43.62237,-116.20613,2020-10-20T16:12:36.000000Z
2020,294.675428241,43.62238,-116.20613,2020-10-20T16:12:37.000000Z
2020,294.675439815,43.62238,-116.20613,2020-10-20T16:12:38.000000Z
2020,294.675451389,43.62238,-116.20613,2020-10-20T16:12:39.000000Z
2020,294.675462963,43.62239,-116.20613,2020-10-20T16:12:40.000000Z
2020,294.675474537,43.62239,-116.20613,2020-10-20T16:12:41.000000Z
2020,294.675486111,43.62239,-116.20613,2020-10-20T16:12:42.000000Z
2020,294.675497685,43.62239,-116.20613,2020-10-20T16:12:43.000000Z
2020,294.675509259,43.62239,-116.20613,2020-10-20T16:12:44.000000Z
2020,294.675520833,43.62239,-116.20613,2020-10-20T16:12:45.000000Z
2020,294.675532407,43.62239,-116.20613,2020-10-20T16:12:46.000000Z
2020,294.675543981,43.62239,-116.20613,2020-10-20T16:12:47.000000Z
2020,294.685740741,43.62228,-116.20582,2020-10-20T16:27:28.000000Z
2020,294.685752315,43.62228,-116.20583,2020-10-20T16:27:29.000000Z
2020,294.685763889,43.62228,-116.20584,2020-10-20T16:27:30.000000Z
2020,294.685775463,43.62229,-116.20585,2020-10-20T16:27:31.000000Z
2020,294.685787037,43.62229,-116.20586,2020-10-20T16:27:32.000000Z
2020,294.685798611,43.62229,-116.20587,2020-10-20T16:27:33.000000Z
2020,294.685810185,43.62229,-116.20587,2020-10-20T16:27:34.000000Z
2020,294.685821759,43.62229,-116.20588,2020-10-20T16:27:35.000000Z
2020,294.685833333,43.62229,-116.20589,2020-10-20T16:27:36.000000Z
2020,294.685844907,43.62229,-116.20589,2020-10-20T16:27:37.000000Z
2020,294.685856481,43.62229,-116.20589,2020-10-20T16:27:38.000000Z
2020,294.685868056,43.62229,-116.20589,2020-10-20T16:27:39.000000Z
2020,294.68587963,43.62229,-116.20589,2020-10-20T16:27:40.000000Z
2020,294.685891204,43.62229,-116.20589,2020-10-20T16:27:41.000000Z
2020,294.685902778,43.62229,-116.20588,2020-10-20T16:27:42.000000Z
2020,294.685914352,43.62229,-116.20588,2020-10-20T16:27:43.000000Z
2020,294.685925926,43.62229,-116.20588,2020-10-20T16:27:44.000000Z
2020,294.6859375,43.6223,-116.20587,2020-10-20T16:27:45.000000Z
2020,294.685949074,43.6223,-116.20587,2020-10-20T16:27:46.000000Z
2020,294.685960648,43.6223,-116.20587,2020-10-20T16:27:47.000000Z
2020,294.696157407,43.62238,-116.20581,2020-10-20T16:42:28.000000Z
2020,294.696168981,43.62238,-116.20581,2020-10-20T16:42:29.000000Z
2020,294.696180556,43.62239,-116.20581,2020-10-20T16:42:30.000000Z
2020,294.69619213,43.62239,-116.20581,2020-10-20T16:42:31.000000Z
2020,294.696203704,43.62239,-116.2058,2020-10-20T16:42:32.000000Z
2020,294.696215278,43.62239,-116.2058,2020-10-20T16:42:33.000000Z
2020,294.696226852,43.62239,-116.2058,2020-10-20T16:42:34.000000Z
2020,294.696238426,43.62239,-116.20579,2020-10-20T16:42:35.000000Z
2020,294.69625,43.62238,-116.20579,2020-10-20T16:42:36.000000Z
2020,294.696261574,43.62238,-116.20578,2020-10-20T16:42:37.000000Z
2020,294.696273148,43.62238,-116.20578,2020-10-20T16:42:38.000000Z
2020,294.696284722,43.62238,-116.20578,2020-10-20T16:42:39.000000Z
2020,294.696296296,43.62237,-116.20577,2020-10-20T16:42:40.000000Z
2020,294.69630787,43.62237,-116.20576,2020-10-20T16:42:41.000000Z
2020,294.696319444,43.62237,-116.20575,2020-10-20T16:42:42.000000Z
2020,294.696331019,43.62237,-116.20575,2020-10-20T16:42:43.000000Z
2020,294.696342593,43.62236,-116.20574,2020-10-20T16:42:44.000000Z
2020,294.696354167,43.62236,-116.20574,2020-10-20T16:42:45.000000Z
2020,294.696365741,43.62236,-116.20574,2020-10-20T16:42:46.000000Z
2020,294.696377315,43.62235,-116.20573,2020-10-20T16:42:47.000000Z
2020,294.706574074,43.62225,-116.20598,2020-10-20T16:57:28.000000Z
2020,294.706585648,43.62225,-116.20596,2020-10-20T16:57:29.000000Z
2020,294.706597222,43.62225,-116.20595,2020-10-20T16:57:30.000000Z
2020,294.706608796,43.62228,-116.206,2020-10-20T16:57:31.000000Z
2020,294.70662037,43.62228,-116.20601,2020-10-20T16:57:32.000000Z
2020,294.706631944,43.62229,-116.20603,2020-10-20T16:57:33.000000Z
2020,294.706643519,43.62229,-116.20603,2020-10-20T16:57:34.000000Z
2020,294.706655093,43.62229,-116.20603,2020-10-20T16:57:35.000000Z
2020,294.706666667,43.62229,-116.20602,2020-10-20T16:57:36.000000Z
2020,294.706678241,43.62229,-116.20602,2020-10-20T16:57:37.000000Z
2020,294.706689815,43.62229,-116.20602,2020-10-20T16:57:38.000000Z
2020,294.706701389,43.62228,-116.20602,2020-10-20T16:57:39.000000Z
2020,294.706712963,43.62228,-116.20603,2020-10-20T16:57:40.000000Z
2020,294.706724537,43.62228,-116.20603,2020-10-20T16:57:41.000000Z
2020,294.706736111,43.62228,-116.20603,2020-10-20T16:57:42.000000Z
2020,294.706747685,43.62228,-116.20603,2020-10-20T16:57:43.000000Z
2020,294.706759259,43.62228,-116.20603,2020-10-20T16:57:44.000000Z
2020,294.706770833,43.62228,-116.20604,2020-10-20T16:57:45.000000Z
2020,294.706782407,43.62228,-116.20604,2020-10-20T16:57:46.000000Z
2020,294.706793981,43.62228,-116.20604,2020-10-20T16:57:47.000000Z
2020,294.716979167,43.62234,-116.20585,2020-10-20T17:12:27.000000Z
2020,294.716990741,43.62233,-116.20585,2020-10-20T17:12:28.000000Z
2020,294.717002315,43.62233,-116.20586,2020-10-20T17:12:29.000000Z
2020,294.717013889,43.62234,-116.20586,2020-10-20T17:12:30.000000Z
2020,294.717025463,43.62233,-116.20586,2020-10-20T17:12:31.000000Z
2020,294.717037037,43.62233,-116.20586,2020-10-20T17:12:32.000000Z
2020,294.717048611,43.62232,-116.20586,2020-10-20T17:12:33.000000Z
2020,294.717060185,43.62232,-116.20585,2020-10-20T17:12:34.000000Z
2020,294.717071759,43.62232,-116.20585,2020-10-20T17:12:35.000000Z
2020,294.717083333,43.62235,-116.20581,2020-10-20T17:12:36.000000Z
2020,294.717094907,43.62236,-116.20578,2020-10-20T17:12:37.000000Z
2020,294.717106481,43.62237,-116.20577,2020-10-20T17:12:38.000000Z
2020,294.717118056,43.62237,-116.20577,2020-10-20T17:12:39.000000Z
2020,294.71712963,43.62237,-116.20577,2020-10-20T17:12:40.000000Z
2020,294.717141204,43.62239,-116.20575,2020-10-20T17:12:41.000000Z
2020,294.717152778,43.62239,-116.20575,2020-10-20T17:12:42.000000Z
2020,294.717164352,43.62239,-116.20575,2020-10-20T17:12:43.000000Z
2020,294.717175926,43.6224,-116.20575,2020-10-20T17:12:44.000000Z
2020,294.7171875,43.6224,-116.20574,2020-10-20T17:12:45.000000Z
2020,294.717199074,43.6224,-116.20574,2020-10-20T17:12:46.000000Z
2020,294.727523148,43.62251,-116.20585,2020-10-20T17:27:38.000000Z
2020,294.727534722,43.6225,-116.20585,2020-10-20T17:27:39.000000Z
2020,294.727546296,43.6225,-116.20586,2020-10-20T17:27:40.000000Z
2020,294.72755787,43.6225,-116.20586,2020-10-20T17:27:41.000000Z
2020,294.727569444,43.6225,-116.20586,2020-10-20T17:27:42.000000Z
2020,294.727581019,43.62251,-116.20586,2020-10-20T17:27:43.000000Z
2020,294.727592593,43.62251,-116.20587,2020-10-20T17:27:44.000000Z
2020,294.727604167,43.62252,-116.20587,2020-10-20T17:27:45.000000Z
2020,294.727615741,43.62252,-116.20587,2020-10-20T17:27:46.000000Z
2020,294.727627315,43.62253,-116.20587,2020-10-20T17:27:47.000000Z
2020,294.727638889,43.62253,-116.20586,2020-10-20T17:27:48.000000Z
2020,294.727650463,43.62254,-116.20586,2020-10-20T17:27:49.000000Z
2020,294.727662037,43.62254,-116.20587,2020-10-20T17:27:50.000000Z
2020,294.727673611,43.62255,-116.20587,2020-10-20T17:27:51.000000Z
2020,294.727685185,43.62255,-116.20587,2020-10-20T17:27:52.000000Z
2020,294.727696759,43.62255,-116.20587,2020-10-20T17:27:53.000000Z
2020,294.727708333,43.62255,-116.20587,2020-10-20T17:27:54.000000Z
2020,294.727719907,43.62255,-116.20587,2020-10-20T17:27:55.000000Z
2020,294.727731481,43.62254,-116.20587,2020-10-20T17:27:56.000000Z
2020,294.727743056,43.62254,-116.20587,2020-10-20T17:27:57.000000Z
2020,294.737847222,43.62325,-116.20565,2020-10-20T17:42:30.000000Z
2020,294.737858796,43.6233,-116.20565,2020-10-20T17:42:31.000000Z
2020,294.73787037,43.62333,-116.20565,2020-10-20T17:42:32.000000Z
